"long" "lat" "order" "hole" "piece" "id" "group"
971867.22913919 1263608.56546174 307 FALSE 1 5 5.1
973978.11692171 1263220.39451279 308 FALSE 1 5 5.1
974740.54299159 1263784.07049513 309 FALSE 1 5 5.1
975824.01827034 1264037.89591272 310 FALSE 1 5 5.1
976173.88448973 1264016.2715149 311 FALSE 1 5 5.1
976906.49679222 1263971.06398277 312 FALSE 1 5 5.1
977414.76088467 1263716.44876127 313 FALSE 1 5 5.1
978310.16173143 1263837.72699071 314 FALSE 1 5 5.1
979326.98713801 1264025.31245121 315 FALSE 1 5 5.1
980022.47181524 1263892.36047906 316 FALSE 1 5 5.1
981492.79099752 1263880.74279799 317 FALSE 1 5 5.1
1014015.97158684 1294668.39903574 318 FALSE 1 5 5.1
1013828.71432446 1292368.04193176 319 FALSE 1 5 5.1
1013951.88553676 1288784.83537198 320 FALSE 1 5 5.1
1014273.10673131 1285212.76379309 321 FALSE 1 5 5.1
1014405.57790368 1284637.72687296 322 FALSE 1 5 5.1
1014914.31139355 1282713.52433411 323 FALSE 1 5 5.1
1015876.11905203 1279329.66040484 324 FALSE 1 5 5.1
1015811.01192004 1277283.68724437 325 FALSE 1 5 5.1
1015557.22508046 1274795.26654066 326 FALSE 1 5 5.1
1016840.21554553 1271909.18260803 327 FALSE 1 5 5.1
1018177.91171394 1269675.68898055 328 FALSE 1 5 5.1
1019128.28678977 1268769.15315288 329 FALSE 1 5 5.1
1019902.22335848 1266402.76456508 330 FALSE 1 5 5.1
1020411.05148799 1265186.47870353 331 FALSE 1 5 5.1
1020411.25121944 1264677.74768418 332 FALSE 1 5 5.1
1019583.11939333 1263084.89658226 333 FALSE 1 5 5.1
1017097.60306238 1260794.76379018 334 FALSE 1 5 5.1
1014114.62790145 1257675.16091426 335 FALSE 1 5 5.1
1012004.42521112 1256535.52175956 336 FALSE 1 5 5.1
1007992.70422971 1255340.38082632 337 FALSE 1 5 5.1
1006599.86602742 1254190.05480372 338 FALSE 1 5 5.1
1003030.64294969 1251402.78206785 339 FALSE 1 5 5.1
1000575.05574008 1249490.87660107 340 FALSE 1 5 5.1
999592.60257693 1248726.38936342 341 FALSE 1 5 5.1
996408.91023022 1246061.2781603 342 FALSE 1 5 5.1
994684.84088596 1243573.1157202 343 FALSE 1 5 5.1
993855.5779451 1241792.69493106 344 FALSE 1 5 5.1
993158.64858806 1239746.86106949 345 FALSE 1 5 5.1
992837.99067041 1238663.06291374 346 FALSE 1 5 5.1
991820.61681001 1237712.15211673 347 FALSE 1 5 5.1
989973.9359196 1236186.29238785 348 FALSE 1 5 5.1
988447.73449981 1234848.47497428 349 FALSE 1 5 5.1
986789.06798891 1233709.74971925 350 FALSE 1 5 5.1
983913.86609468 1232449.81692945 351 FALSE 1 5 5.1
982266.2629198 1232129.60237381 352 FALSE 1 5 5.1
980674.06802408 1231112.69639051 353 FALSE 1 5 5.1
978185.36663212 1228769.08383952 354 FALSE 1 5 5.1
977034.55676911 1226535.63867209 355 FALSE 1 5 5.1
975629.71244513 1226226.59197417 356 FALSE 1 5 5.1
974423.53592162 1225010.62062789 357 FALSE 1 5 5.1
971868.8000052 1223297.69690674 358 FALSE 1 5 5.1
970850.93945379 1222667.89613121 359 FALSE 1 5 5.1
969645.00485049 1222226.16142592 360 FALSE 1 5 5.1
967156.82701719 1222238.66374059 361 FALSE 1 5 5.1
965563.49397525 1221675.59094343 362 FALSE 1 5 5.1
964091.75918918 1220017.66558635 363 FALSE 1 5 5.1
962697.7376113 1218614.06145975 364 FALSE 1 5 5.1
962309.52390347 1217276.18912478 365 FALSE 1 5 5.1
961158.42347016 1215883.47653856 366 FALSE 1 5 5.1
960460.72654382 1214921.82889328 367 FALSE 1 5 5.1
960206.36198434 1214413.28107195 368 FALSE 1 5 5.1
959818.47799495 1213650.49221678 369 FALSE 1 5 5.1
960967.02448823 1211283.01052211 370 FALSE 1 5 5.1
961220.06808356 1209878.30872771 371 FALSE 1 5 5.1
961164.14783817 1208341.14298245 372 FALSE 1 5 5.1
961229.50069115 1206427.84642697 373 FALSE 1 5 5.1
962058.2716199 1205144.41735087 374 FALSE 1 5 5.1
962752.96858364 1202710.9606141 375 FALSE 1 5 5.1
962752.29926474 1201693.50978772 376 FALSE 1 5 5.1
963647.4500196 1199768.61189457 377 FALSE 1 5 5.1
965117.81348108 1198352.15388034 378 FALSE 1 5 5.1
965305.66385655 1197721.65832062 379 FALSE 1 5 5.1
964795.99651288 1196638.18399208 380 FALSE 1 5 5.1
962184.6938369 1196009.47233258 381 FALSE 1 5 5.1
960458.25527095 1195756.30483153 382 FALSE 1 5 5.1
959440.04618721 1195513.70333329 383 FALSE 1 5 5.1
957967.05676075 1193280.84196702 384 FALSE 1 5 5.1
956372.4390522 1191114.3923535 385 FALSE 1 5 5.1
955231.4593593 1189456.407134 386 FALSE 1 5 5.1
953636.46727305 1188130.55536371 387 FALSE 1 5 5.1
951908.04070452 1185831.69349005 388 FALSE 1 5 5.1
951011.55093177 1185014.05849239 389 FALSE 1 5 5.1
950246.84476868 1184306.90691389 390 FALSE 1 5 5.1
950125.10132269 1184119.01282934 391 FALSE 1 5 5.1
948784.54411052 1182461.25565716 392 FALSE 1 5 5.1
947889.39373573 1182304.79485611 393 FALSE 1 5 5.1
947445.99561523 1183114.98600891 394 FALSE 1 5 5.1
946870.828138 1182927.45642001 395 FALSE 1 5 5.1
946228.10867139 1182740.04731611 396 FALSE 1 5 5.1
945274.97194243 1181082.05791574 397 FALSE 1 5 5.1
944953.93318574 1180894.36033197 398 FALSE 1 5 5.1
944122.68547297 1179612.26989369 399 FALSE 1 5 5.1
943358.05779618 1178274.80576344 400 FALSE 1 5 5.1
942338.25827236 1176815.99270907 401 FALSE 1 5 5.1
942015.9215463 1175345.42818587 402 FALSE 1 5 5.1
941637.46427327 1173498.86778046 403 FALSE 1 5 5.1
941636.39359107 1172415.06164306 404 FALSE 1 5 5.1
941059.04484116 1171011.09321085 405 FALSE 1 5 5.1
940039.78559947 1169419.57333521 406 FALSE 1 5 5.1
939273.12298036 1167120.05278485 407 FALSE 1 5 5.1
939205.29657402 1165206.84554791 408 FALSE 1 5 5.1
939845.71827376 1163735.31676459 409 FALSE 1 5 5.1
940995.9958363 1162772.02698852 410 FALSE 1 5 5.1
941305.59934978 1162384.65040442 411 FALSE 1 5 5.1
941758.61479621 1161809.08460453 412 FALSE 1 5 5.1
942334.60305378 1161742.18882134 413 FALSE 1 5 5.1
943219.67183628 1161608.66540059 414 FALSE 1 5 5.1
943673.90790604 1161409.16503734 415 FALSE 1 5 5.1
943927.13850018 1160325.12914225 416 FALSE 1 5 5.1
943483.99180186 1159750.42118039 417 FALSE 1 5 5.1
943162.29474855 1158987.65531998 418 FALSE 1 5 5.1
942708.27646399 1158545.69484784 419 FALSE 1 5 5.1
942397.96714403 1158225.31134714 420 FALSE 1 5 5.1
942009.45336393 1157396.22096209 421 FALSE 1 5 5.1
941887.01798433 1156566.87649432 422 FALSE 1 5 5.1
942262.24572712 1155858.76749711 423 FALSE 1 5 5.1
943280.09411601 1154895.61378927 424 FALSE 1 5 5.1
943733.01549292 1154132.12558896 425 FALSE 1 5 5.1
943920.44778163 1153103.47421808 426 FALSE 1 5 5.1
943920.10133973 1152727.42588499 427 FALSE 1 5 5.1
943543.45875331 1151953.63336618 428 FALSE 1 5 5.1
942324.8048103 1151457.11922225 429 FALSE 1 5 5.1
941305.60923183 1151071.01989323 430 FALSE 1 5 5.1
940474.86702397 1150762.1668455 431 FALSE 1 5 5.1
939643.8534398 1150187.91117751 432 FALSE 1 5 5.1
939708.57897259 1148141.85021881 433 FALSE 1 5 5.1
939707.64454867 1147190.78301934 434 FALSE 1 5 5.1
940149.28347408 1146095.47683528 435 FALSE 1 5 5.1
940601.99770801 1145077.57922618 436 FALSE 1 5 5.1
941619.1701266 1143218.6696779 437 FALSE 1 5 5.1
941496.95899355 1142643.71713528 438 FALSE 1 5 5.1
939901.92167792 1141948.51884749 439 FALSE 1 5 5.1
938561.23827956 1141319.44573298 440 FALSE 1 5 5.1
937729.30699493 1140811.54537602 441 FALSE 1 5 5.1
936832.49111449 1140491.77266207 442 FALSE 1 5 5.1
935812.03766497 1139099.30370641 443 FALSE 1 5 5.1
935877.92452878 1138258.74957224 444 FALSE 1 5 5.1
935551.90179774 1137578.91331261 445 FALSE 1 5 5.1
935422.33727861 1137308.1489196 446 FALSE 1 5 5.1
935487.83456157 1136091.54360175 447 FALSE 1 5 5.1
935043.99022846 1135074.53917802 448 FALSE 1 5 5.1
934398.25046503 1132520.52902222 449 FALSE 1 5 5.1
934274.49355117 1130541.04857129 450 FALSE 1 5 5.1
934272.50136773 1128627.78242213 451 FALSE 1 5 5.1
934272.09886419 1128240.71009118 452 FALSE 1 5 5.1
934017.7173912 1128240.97500616 453 FALSE 1 5 5.1
933119.33292523 1127423.52719735 454 FALSE 1 5 5.1
931978.60332423 1127612.74205601 455 FALSE 1 5 5.1
931591.79951901 1128641.7009107 456 FALSE 1 5 5.1
930893.80290047 1128708.80079626 457 FALSE 1 5 5.1
929741.9037314 1128710.07063979 458 FALSE 1 5 5.1
928910.80063864 1128401.33902726 459 FALSE 1 5 5.1
927689.94223813 1126489.43451069 460 FALSE 1 5 5.1
926869.58606574 1125273.87631015 461 FALSE 1 5 5.1
926158.4976302 1123560.48243142 462 FALSE 1 5 5.1
925326.24593907 1122344.89838552 463 FALSE 1 5 5.1
